"abbreviation","name","category","population"
"MO","Bull Creek","General Purpose","650"
"MO","Kirbyville","General Purpose","223"
"MO","Taneyville","General Purpose","399"
"MO","Cabool","General Purpose","2123"
"MO","Licking","General Purpose","3098"
"MO","Raymondville","General Purpose","356"
"MO","Summersville","General Purpose","492"
"MO","Plato","General Purpose","108"
"MO","Bronaugh","General Purpose","237"
"MO","Harwood","General Purpose","45"
"MO","Metz","General Purpose","47"
"MO","Milo","General Purpose","86"
"MO","Moundville","General Purpose","118"
"MO","Richards","General Purpose","93"
"MO","Schell","General Purpose","239"
"MO","Sheldon","General Purpose","520"
"MO","Stotesbury","General Purpose","17"
"MO","Walker","General Purpose","258"
"MO","Miner","General Purpose","952"
"MO","Marthasville","General Purpose","1181"
"MO","Truesdale","General Purpose","802"
"MO","Wright","General Purpose","3691"
"MO","Three Creeks","General Purpose","6"
"MO","Innsbrook","General Purpose","588"
"MO","Pendleton","General Purpose","46"
"MO","Caledonia","General Purpose","129"
"MO","Irondale","General Purpose","447"
"MO","Mineral Point","General Purpose","355"
"MO","Potosi","General Purpose","2627"
"MO","Greenville","General Purpose","485"
"MO","Williamsville","General Purpose","342"
"MO","Mill Spring","General Purpose","177"
"MO","Niangua","General Purpose","421"
"MO","Rogersville","General Purpose","3649"
"MO","Seymour","General Purpose","1993"
"MO","Allendale","General Purpose","51"
"MO","Denver","General Purpose","37"
"MO","Sheridan","General Purpose","184"
"MO","Worth","General Purpose","59"
"MO","Irena","General Purpose","17"
"MO","Hartville","General Purpose","609"
"MO","Mountain Grove","General Purpose","4676"
"MO","Norwood","General Purpose","647"
"MO","Barton Township","General Purpose","239"
"MO","Central Township","General Purpose","536"
"MO","Doylesport Township","General Purpose","219"
"MO","Golden Township","General Purpose","1045"
"MO","Lamar Township","General Purpose","1431"
"MO","Leroy Township","General Purpose","213"
"MO","Nashville Township","General Purpose","373"
"MO","Newport Township","General Purpose","322"
"MO","Northfork Township","General Purpose","251"
"MO","South West Township","General Purpose","612"
"MO","Township","General Purpose","4361"
"MO","Charlotte Township","General Purpose","344"
"MO","East Boone Township","General Purpose","517"
"MO","Elkhart Township","General Purpose","286"
"MO","Homer Township","General Purpose","428"
"MO","Hudson Township","General Purpose","241"
"MO","Lone Oak Township","General Purpose","269"
"MO","Mingo Township","General Purpose","227"
"MO","Howard Township","General Purpose","99"
"MO","Deepwater Township","General Purpose","553"
"MO","Deer Creek Township","General Purpose","395"
"MO","Union Township","General Purpose","2034"
"MO","Ozark Township","General Purpose","471"
"MO","Richland Township","General Purpose","226"
"MO","Wakenda Township","General Purpose","344"
"MO","Rockville Township","General Purpose","249"
"MO","Summit Township","General Purpose","298"
"MO","West Boone Township","General Purpose","684"
"MO","West Point Township","General Purpose","483"
"MO","Breckenridge Township","General Purpose","518"
"MO","Spruce Township","General Purpose","314"
"MO","Gomer Township","General Purpose","330"
"MO","Kidder Township","General Purpose","1054"
"MO","Kingston Township","General Purpose","605"
"MO","Mirabile Township","General Purpose","382"
"MO","New York Township","General Purpose","266"
"MO","Combs Township","General Purpose","224"
"MO","Dewitt Township","General Purpose","258"
"MO","Egypt Township","General Purpose","822"
"MO","Marshfield","General Purpose","7344"
"MO","Eugene Township","General Purpose","157"
"MO","Fairfield Township","General Purpose","148"
"MO","Hill Township","General Purpose","226"
"MO","Hurricane Township","General Purpose","670"
"MO","Leslie Township","General Purpose","137"
"MO","Moss Creek Township","General Purpose","98"
"MO","Prairie Township","General Purpose","161"
"MO","Ridge Township","General Purpose","421"
"MO","Rockford Township","General Purpose","94"
"MO","Stokes Mound Township","General Purpose","343"
"MO","Sugartree Township","General Purpose","11"
"MO","Trotter Township","General Purpose","195"
"MO","Van Horn Township","General Purpose","437"
"MO","Bee Branch Township","General Purpose","288"
"MO","Bowling Green Township","General Purpose","104"
"MO","Brunswick Township","General Purpose","1323"
"MO","Chariton Township","General Purpose","231"
"MO","Clark Township","General Purpose","440"
"MO","Cunningham Township","General Purpose","208"
"MO","Keytesville Township","General Purpose","878"
"MO","Mendon Township","General Purpose","293"
"MO","Musselfork Township","General Purpose","330"
"MO","Salisbury Township","General Purpose","2387"
"MO","Salt Creek Township","General Purpose","173"
"MO","Triplett Township","General Purpose","156"
"MO","Wayland Township","General Purpose","150"
"MO","Hamilton Township","General Purpose","131"
"MO","Davis Township","General Purpose","231"
"MO","Shawnee Township","General Purpose","453"
"MO","Fairview Township","General Purpose","400"
"MO","Grant Township","General Purpose","202"
"MO","Lincoln Township","General Purpose","319"
"MO","Osage Township","General Purpose","282"
"MO","Cooper Township","General Purpose","1854"
"MO","Butler Township","General Purpose","133"
"MO","Jamesport Township","General Purpose","1076"
"MO","Sheridan Township","General Purpose","381"
"MO","Camden Township","General Purpose","1692"
"MO","Buffalo Township","General Purpose","1296"
"MO","Cotton Hill Township","General Purpose","5375"
"MO","Freeborn Township","General Purpose","1657"
"MO","Holcomb Township","General Purpose","1407"
"MO","Salem Township","General Purpose","2757"
"MO","Baker Township","General Purpose","188"
"MO","Athens Township","General Purpose","2140"
"MO","Bogle Township","General Purpose","208"
"MO","Huggins Township","General Purpose","144"
"MO","Miller Township","General Purpose","425"
"MO","Franklin Township","General Purpose","469"
"MO","Dallas Township","General Purpose","208"
"MO","Myers Township","General Purpose","156"
"MO","Taylor Township","General Purpose","171"
"MO","Trenton Township","General Purpose","6205"
"MO","Adams Township","General Purpose","130"
"MO","Bethany Township","General Purpose","3493"
"MO","Cypress Township","General Purpose","152"
"MO","Fox Creek Township","General Purpose","100"
"MO","Sugar Creek Township","General Purpose","500"
"MO","Trail Creek Township","General Purpose","205"
"MO","Bear Creek Township","General Purpose","177"
"MO","Bethlehem Township","General Purpose","707"
"MO","Big Creek Township","General Purpose","263"
"MO","Bogard Township","General Purpose","642"
"MO","Fields Creek Township","General Purpose","1628"
"MO","Honey Creek Township","General Purpose","209"
"MO","Leesville Township","General Purpose","1050"
"MO","Tebo Township","General Purpose","817"
"MO","White Oak Township","General Purpose","732"
"MO","Windsor Township","General Purpose","3333"
"MO","Benton Township","General Purpose","485"
"MO","Clay Township","General Purpose","238"
"MO","Yellow Creek Township","General Purpose","372"
"MO","Grand River Township","General Purpose","244"
"MO","Madison Township","General Purpose","226"
"MO","Marion Township","General Purpose","809"
"MO","Monroe Township","General Purpose","389"
"MO","Polk Township","General Purpose","15410"
"MO","Sherman Township","General Purpose","110"
"MO","Wilson Township","General Purpose","577"
"MO","Liberty Township","General Purpose","14539"
"MO","Clinton Township","General Purpose","1633"
"MO","Jackson Township","General Purpose","1218"
"MO","Harrison Township","General Purpose","288"
"MO","Walker Township","General Purpose","514"
"WI","Athelstane","General Purpose","499"
"MO","Enterprise Township","General Purpose","81"
"MO","Grantsville Township","General Purpose","245"
"MO","Locust Creek Township","General Purpose","521"
"MO","Marceline Township","General Purpose","2577"
"MO","North Salem Township","General Purpose","143"
"MO","Parson Creek Township","General Purpose","820"
"MO","Clear Creek Township","General Purpose","623"
"MO","Cream Ridge Township","General Purpose","510"
"MO","White Cloud Township","General Purpose","441"
"MO","Brookfield Township","General Purpose","4961"
"MO","Chillicothe Township","General Purpose","9276"
"MO","Rich Hill Township","General Purpose","1960"
"MO","Sampsel Township","General Purpose","273"
"MO","Wheeling Township","General Purpose","400"
"MO","Lindley Township","General Purpose","117"
"NE","Holstein","General Purpose","240"
"MO","Somerset Township","General Purpose","88"
"MO","Atchison Township","General Purpose","371"
"MO","Green Township","General Purpose","265"
"MO","Mooresville Township","General Purpose","305"
"MO","Hopkins Township","General Purpose","685"
"MO","Hughes Township","General Purpose","395"
"MO","Independence Township","General Purpose","373"
"MO","Elm Township","General Purpose","559"
"MO","Medicine Township","General Purpose","180"
"MO","Castor Township","General Purpose","5022"
"MO","Duck Creek Township","General Purpose","3397"
"MO","Elk Township","General Purpose","342"
"MO","New Lisbon Township","General Purpose","939"
"MO","Pike Township","General Purpose","3756"
"MO","Boone Township","General Purpose","319"
"MO","Burdine Township","General Purpose","3297"
"MO","Cass Township","General Purpose","1244"
"MO","Current Township","General Purpose","292"
"MO","Date Township","General Purpose","467"
"MO","Lynch Township","General Purpose","1447"
"MO","Morris Township","General Purpose","789"
"MO","Pierce Township","General Purpose","458"
"MO","Piney Township","General Purpose","4746"
"MO","Roubidoux Township","General Purpose","1796"
"MO","Sargent Township","General Purpose","380"
"MO","Sherrill Township","General Purpose","5554"
"MO","Upton Township","General Purpose","584"
"MO","Bacon Township","General Purpose","643"
"MO","Badger Township","General Purpose","458"
"MO","Blue Mound Township","General Purpose","385"
"MO","Coal Township","General Purpose","267"
"MO","Morgan Township","General Purpose","1446"
"MO","Nodaway Township","General Purpose","781"
"MO","York Township","General Purpose","214"
"MO","Lake Township","General Purpose","201"
"MO","Metz Township","General Purpose","357"
"MO","Montevallo Township","General Purpose","308"
"MO","Moundville Township","General Purpose","752"
"MO","Virgil Township","General Purpose","428"
"MT","Blaine County","General Purpose","6708"
"MT","Broadwater County","General Purpose","5936"
"MT","Carter County","General Purpose","1222"
"MT","Chouteau County","General Purpose","5765"
"MT","Daniels County","General Purpose","1737"
"MT","Fallon County","General Purpose","3009"
"MT","Glacier County","General Purpose","13640"
"MT","Golden Valley County","General Purpose","822"
"MT","Granite County","General Purpose","3358"
"NE","Prosser","General Purpose","72"
"MT","Custer County","General Purpose","11721"
"MT","Roosevelt County","General Purpose","11098"
"MT","Judith Basin County","General Purpose","1961"
"MT","Mccone County","General Purpose","1718"
"MT","Petroleum County","General Purpose","523"
"MT","Phillips County","General Purpose","4119"
"MT","Prairie County","General Purpose","1109"
"MT","Powell County","General Purpose","6795"
"MT","Sweet Grass County","General Purpose","3691"
"MT","Treasure County","General Purpose","679"
"MT","Wibaux County","General Purpose","1020"
"MT","Dillon","General Purpose","4264"
"MT","Lima","General Purpose","228"
"MT","Hardin","General Purpose","3837"
"MT","Lodge Grass","General Purpose","445"
"MT","Chinook","General Purpose","1250"
"MT","Townsend","General Purpose","2045"
"MT","Bearcreek","General Purpose","84"
"MT","Bridger","General Purpose","753"
"MT","Fromberg","General Purpose","462"
"MT","Joliet","General Purpose","655"
"MT","Ekalaka","General Purpose","358"
"IL","Sciota","General Purpose","58"
"MT","Dawson County","General Purpose","8950"
"MT","Garfield County","General Purpose","1293"
"MT","Liberty County","General Purpose","2427"
"MT","Meagher County","General Purpose","1851"
"MT","Sheridan County","General Purpose","3469"
"MT","Geraldine","General Purpose","265"
"MT","Ismay","General Purpose","20"
"MT","Richey","General Purpose","176"
"MT","Baker","General Purpose","1935"
"MT","Plevna","General Purpose","163"
"MT","Grass Range","General Purpose","108"
"MT","Lewistown","General Purpose","5918"
"MT","Moore","General Purpose","196"
"MT","Winifred","General Purpose","201"
"MT","Columbia Falls","General Purpose","5355"
"MT","Belgrade","General Purpose","8556"
"MT","Three Forks","General Purpose","2006"
"MT","West Yellowstone","General Purpose","1365"
"MT","Jordan","General Purpose","396"
"MT","Browning","General Purpose","1033"
"MT","Lavina","General Purpose","168"
"MT","Ryegate","General Purpose","233"
"MT","Drummond","General Purpose","351"
"MT","Glendive","General Purpose","5107"
"MT","Rosebud County","General Purpose","9248"
"MT","Teton County","General Purpose","6085"
"MT","Scobey","General Purpose","1022"
"MT","Whitefish","General Purpose","7608"
"MT","Jefferson County","General Purpose","11891"
"MT","Denton","General Purpose","247"
"MT","Bozeman","General Purpose","46596"
"MT","Philipsburg","General Purpose","921"
"MT","Hingham","General Purpose","119"
"MT","Whitehall","General Purpose","1122"
"MT","Hobson","General Purpose","220"
"MT","Polson","General Purpose","4875"
"MT","Ronan","General Purpose","2083"
"MT","St Ignatius","General Purpose","834"
"MT","East Helena","General Purpose","2067"
"MT","Chester","General Purpose","889"
"MT","Troy","General Purpose","904"
"MT","Rexford","General Purpose","153"
"MT","Circle","General Purpose","623"
"MT","Virginia","General Purpose","206"
"MT","Ennis","General Purpose","923"
"MT","Alberton","General Purpose","429"
"MT","Superior","General Purpose","835"
"MT","Melstone","General Purpose","107"
"MT","Roundup","General Purpose","1857"
"MT","Winnett","General Purpose","196"
"MT","Dodson","General Purpose","123"
"MT","Malta","General Purpose","1935"
"MT","Saco","General Purpose","195"
"MT","Valier","General Purpose","492"
"MT","Broadus","General Purpose","481"
"MT","Terry","General Purpose","573"
"MT","Darby","General Purpose","779"
"MT","Brockton","General Purpose","235"
"WI","Wausaukee","General Purpose","1071"
"MT","Cascade","General Purpose","687"
"MT","Neihart","General Purpose","49"
"MT","Hot Springs","General Purpose","562"
"MT","Plains","General Purpose","1093"
"MT","Thompson Falls","General Purpose","1378"
"MT","Medicine Lake","General Purpose","233"
"MT","Outlook","General Purpose","50"
"MT","Butte-Silver Bow","General Purpose","34622"
"MT","Walkerville","General Purpose","701"
"MT","Columbus","General Purpose","2028"
"MT","Big Timber","General Purpose","1674"
"MT","Dutton","General Purpose","316"
"MT","Kevin","General Purpose","137"
"MT","Shelby","General Purpose","3128"
"MT","Sunburst","General Purpose","340"
