"","state","nces_original_name","gov_unit_original_name","ncesid","censusid","county_nces","student","acfrs_original_name"
"10070","TX","PRINCETON ISD","princeton ind sch district 911","4835850","44504301900000","Collin County","5434.00000"," princeton independent school district "
"10071","CA","Princeton Joint Unified","princeton jt unified sch dist","0631620","05501150100000","Colusa County","142.00000","princeton joint unified school district"
"10072","MN","PRINCETON PUBLIC SCHOOL DISTRICT","princeton ind school dist 477","2730030","24504803500000","Mille Lacs County","3327.00000"," princeton independent school district no. 477 "
"10073","ME","Princeton Public Schools","princeton town schools","2309990","20301503630100","Washington County","137.00000",NA
"10074","NJ","Princeton Public Schools","princeton public sch dist","3413410","31501100700000","Mercer County","3889.00000"," princeton public schools "
"10075","MO","PRINCETON R-V","princeton sch dist r 5","2925590","26506500200000","Mercer County","345.00000",NA
"10076","WI","Princeton School District","princeton city joint school district","5512300","50502402400000","Green Lake County","331.00000",NA
"10077","IL","Princeville CUSD 326","princeville community unit school district 326","1732770","14507204300000","Peoria County","732.00000",NA
"10078","TX","PRINGLE-MORSE CISD","pringle-morse consolidated independent sch district 903","4835890","44509800200000","Hansford County","110.00000"," pringle-morse consolidated independent school district "
"10079","MN","PRIOR LAKE-SAVAGE AREA SCHOOLS","prior lake ind sch dist 719","2730060","24507000400000","Scott County","8987.00000","independent school district 719 prior lake-savage area schools"
"10080","CO","Pritchett School District No. Re-3","pritchett sch dist re-3","0806090","06500550200000","Baca County","60.00000",NA
"10081","MN","PROCTOR PUBLIC SCHOOL DISTRICT","proctor ind sch dist 704","2730090","24506901900000","St. Louis County","1860.00000",NA
"10082","NH","Profile School District","profile sch dist","3305830","30500590100000","Grafton County","214.00000",NA
"10083","TX","PROGRESO ISD","progreso ind sch dist 910","4835910","44510801400000","Hidalgo County","1700.00000"," progreso independent school district "
"10084","IL","Prophetstown-Lyndon-Tampico CUSD3","prophetstown-lyndon community unit school district 3","1732830","14509804600000","Whiteside County","757.00000",NA
"10085","IL","Prospect Heights SD 23","prospect heights school district 23","1732850","14501611800000","Cook County","1480.00000"," prospect heights school district no. 23 "
"10086","NH","Prospect Mountain School District","prospect mountain school district","3300049","30500100130100","Belknap County","451.00000",NA
"10087","NJ","Prospect Park Public School District","prospect park boro school dist","3413470","31501600800000","Passaic County","878.00000","borough of prospect park board of education"
"10088","TX","PROSPER ISD","prosper indep sch district 912","4836000","44504302000000","Collin County","16857.00000"," prosper independent school district "
"10089","WA","Prosser School District","prosser school district 116","5306900","48500300400000","Benton County","2661.00000"," prosser school district no. 116 "
"10090","RI","Providence","providence public school district","4400900","40200400430100","Providence County","23836.00000",NA
"10091","MA","Provincetown","provincetown town sch","2509840","22300101130100","Barnstable County","131.00000",NA
"10092","IL","Proviso Area Exceptional Child","proviso area exceptional child","1700030","14501620900000","Cook County","427.00000",NA
"10093","IL","Proviso Twp HSD 209","proviso township high school district 209","1732910","14501611900000","Cook County","4244.00000"," proviso township high school district 209 "
"10094","UT","Provo District","provo city sch dist","4900810","45502500300000","Utah County","17005.00000"," provo city school district "
"10095","OK","PRUE","prue sch dist 50","4025170","37505702800000","Osage County","289.00000"," prue school district number i-50 "
"10096","OK","PRYOR","pryor sch dist 1","4025200","37504902700000","Mayes County","2757.00000"," pryor school district i-1 "
"10097","OK","PRYOR","pryor sch dist 1","4025200","37504902700000","Mayes County","2757.00000"," pryor school district no.i-1 "
"10098","MT","Pryor Elem","pryor elem school dist 2","3021720","27500240130100","Big Horn County","73.00000",NA
"10099","MI","Public Schools of Calumet Laurium & Keweenaw","public schools of calumet, laureium & keweenaw","2607690","23503100200000","Houghton County","1540.00000",NA
"10100","MI","Public Schools of Petoskey","public schools of petoskey","2627930","23502402500000","Emmet County","2821.00000"," public schools of petoskey "
"10101","NC","Public Schools of Robeson County","robeson co sch","3703930","34107807830500","Robeson County","21783.00000"," public schools of robeson county "
"10102","CO","Pueblo County School District 70","pueblo co school dist 70","0806150","06505100200000","Pueblo County","10555.00000"," pueblo county school district 70 "
"10103","CO","Pueblo County School District 70","pueblo co school dist 70","0806150","06505100200000","Pueblo County","10555.00000"," pueblo county school district no. 70 "
"10104","NM","Pueblo Pintado Community School",NA,"5900136",NA,"McKinley County","175.00000",NA
"10105","CO","Pueblo School District No. 60 in the county of Pueblo and","pueblo city sch dist 60","0806120","06505100100000","Pueblo County","16065.00000"," pueblo school district no. 60 "
"10106","PR","PUERTO RICO DEPARTMENT OF EDUCATION",NA,"7200030",NA,"San Juan Municipio","292518.00000",NA
"10107","NY","PULASKI CENTRAL SCHOOL DISTRICT","pulaski ctl sch dist 1","3623880","33503803400000","Oswego County","1005.00000",NA
"10108","VA","PULASKI CO PBLC SCHS","pulaski co schs","5103150","47107807830100","Pulaski County","4096.00000",NA
"10109","AR","PULASKI CO. SPEC. SCHOOL DIST.","pulaski co special school dist","0511850","04506000300000","Pulaski County","12274.00000"," pulaski county special school district "
"10110","WI","Pulaski Community School District","pulaski community school district","5512330","50500504700000","Brown County","3808.00000"," pulaski community school district "
"10111","GA","Pulaski County","pulaski co sch dist","1304220","11511600100000","Pulaski County","1348.00000"," pulaski county board of education "
"10112","GA","Pulaski County","pulaski co sch dist","1304220","11511600100000","Pulaski County","1348.00000"," school district pulaski county "
"10113","KY","Pulaski County","pulaski co sch dist","2104950","18510000200000","Pulaski County","8710.00000"," pulaski county school district "
"10114","WA","Pullman School District","pullman school district 267","5306930","48503801600000","Whitman County","2797.00000"," pullman school district no. 267 "
"10115","PA","Punxsutawney Area SD","punxsutawney area school dist","4219800","39503302100000","Jefferson County","1975.00000"," punxsutawney area school district "
"10116","OK","PURCELL","purcell sch dist 15","4025230","37504401400000","McClain County","1425.00000"," purcell school district no. i-15 "
"10117","OK","PURCELL","purcell sch dist 15","4025230","37504401400000","McClain County","1425.00000"," purcell school district number 1-15 "
"10118","PA","Purchase Line SD","purchase line school dist","4219830","39503270100000","Indiana County","851.00000"," purchase line school district "
"10119","MO","PURDY R-II","purdy sch dist r-2","2925620","26500503400000","Barry County","644.00000","purdy r-ii school district"
"10120","OH","Put-In-Bay Local","put in bay local sch dist","3904897","36506201300000","Ottawa County","70.00000",NA
"10121","FL","PUTNAM","putnam county school district","1201620","10505400100000","Putnam County","10850.00000"," putnam county district school board "
"10122","NY","PUTNAM CENTRAL SCHOOL DISTRICT","putnam central school district","3623970","33505850100000","Washington County","32.00000",NA
"10123","OK","PUTNAM CITY","putnam city sch dist 1","4025290","37505502500000","Oklahoma County","19652.00000"," putnam city independent school district no.1 "
"10124","OK","PUTNAM CITY","putnam city sch dist 1","4025290","37505502500000","Oklahoma County","19652.00000"," putnam city school district i-1 "
"10125","OK","PUTNAM CITY","putnam city sch dist 1","4025290","37505502500000","Oklahoma County","19652.00000"," putnam city schools independent school district no.1 "
"10126","MO","PUTNAM CO. R-I","putnam co sch dist r-1","2925640","26508605500000","Putnam County","685.00000"," putnam county r-1 school district "
"10127","GA","Putnam County","putnam co sch dist","1304260","11511700100000","Putnam County","3006.00000"," putnam county board of education "
"10128","GA","Putnam County","putnam co sch dist","1304260","11511700100000","Putnam County","3006.00000"," school district putnam county "
"10129","TN","Putnam County","putnam co sch dist","4703480","43107107130100","Putnam County","11916.00000"," putnam county schools "
"10130","IL","Putnam County CUSD 535","putnam county community unit school district no 535","1732960","14507870100000","Putnam County","844.00000",NA
"10131","WV","PUTNAM COUNTY SCHOOLS","putnam co sch dist","5401200","49504000100000","Putnam County","9482.00000"," putnam county board of education "
"10132","CT","Putnam School District","putnam town schools","0903480","07300801030100","Windham County","1160.00000",NA
"10133","NY","PUTNAM VALLEY CENTRAL SCHOOL DISTRICT","putnam valley ctl school dist","3624000","33504000900000","Putnam County","1609.00000",NA
"10134","MO","PUXICO R-VIII","puxico sch dist r 8","2925650","26510401800000","Stoddard County","788.00000","puxico r-viii school district"
"10135","WA","Puyallup School District","puyallup school district 3","5306960","48502702200000","Pierce County","23563.00000"," puyallup school district no.3 "
"10136","OH","Pymatuning Valley Local","pymatuning vall loc sch dist","3904588","36500450200000","Ashtabula County","1136.00000"," pymatuning valley local school district "
"10137","NV","Pyramid Lake High School",NA,"5900061",NA,"Washoe County","122.00000",NA
"10138","MA","Quabbin","quabbin region school district","2500001","22501480200000","Worcester County","2148.00000",NA
