acfrs_original_name,id,year,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,name,ratio,ratio_group,state,NCES District ID,nces_original_name,county,student
Liberty Union-Thurston Local School District,37079,2020,23138648,3866243,1816079,0,0,0,14793308,0,1517012,842193,1146006,1438448,2037833,24700,14931449,-297367,18729797,0,0,0,18432430,liberty union-thurston local,1.2553227111129677,1 - 5%,Ohio,3904688,Liberty Union-Thurston Local,Fairfield County,1225
Eastern Local School District,37013,2020,16880578,250728,1612456,52493,0,0,12729603,0,1292494,718236,942804,1294559,2573106,0,11140532,-1456145,16464342,0,0,0,15008197,eastern local,1.1247572243354749,1 - 5%,Ohio,3904603,Eastern Local School District,Brown County,1223
Sumter County Board of Education,30383,2020,37925537,496939,1799166,801809,0,0,14051000,0,6306898,0,0,777836,11778812,512600,3751910,1741707,15079451,0,0,0,16821158,sumter,2.254632945008899,1 - 5%,Alabama,0103090,Sumter County,Sumter County,1223
Moniteau School District,171120,2020,61192660,0,5180829,48966,0,18330000,29005000,0,7745631,0,291191,298052,6371682,433095,15353657,-753225,23209711,0,0,0,22456486,moniteau,2.724943697780677,1 - 5%,Pennsylvania,4217100,Moniteau SD,Butler County,1222
Lafayette County District School Board,32400,2020,11779444,0,217977,0,0,0,7938717,0,2704400,0,846819,27150,610191,94229,12024145,-915690,13671405,0,0,0,12755715,lafayette,0.9234640316124968, Below 1%,Florida,1201020,LAFAYETTE,Lafayette County,1221
Trimble County School District,33741,2020,16210770,7440140,164633,181461,0,0,4748993,0,3533422,0,142121,195113,1925018,695680,8335265,95664,11055412,0,0,0,11151076,trimble,1.4537404282779527,1 - 5%,Kentucky,2105610,Trimble County,Trimble County,1219
Hughes Springs Independent School District,65065,2020,10520678,1706303,683615,0,0,0,2958139,0,5135832,0,36789,265213,2371525,0,12631308,-301161,15569207,0,0,0,15268046,hughes springs,0.6890651233301236, Below 1%,Texas,4823850,HUGHES SPRINGS ISD,Cass County,1218
Terrell County Board of Education,105365,2020,28117540,2695916,2080868,533871,0,0,12397896,0,10408989,0,0,98670,10584249,103013,6581777,816300,16551409,0,0,0,17367709,terrell,1.618955038917338,1 - 5%,Georgia,1304860,Terrell County,Terrell County,1218
Dodgeville School District,39986,2020,32424670,27177381,2746845,161805,0,0,1742605,1733838,596034,0,0,554318,2027584,248364,17039431,298194,19571503,0,0,0,19869697,dodgeville,1.6318653475188878,1 - 5%,Wisconsin,5503690,Dodgeville School District,Iowa County,1217
Mountain View-Birch Tree R-III School District,43209,2020,3355000,0,0,3355000,0,0,0,0,0,0,0,302915,2441137,0,10144869,1474628,11414293,0,0,0,12888921,mountain view-birch tree r-iii,0.2603010756292167, Below 1%,Missouri,2921540,MOUNTAIN VIEW-BIRCH TREE R-III,Shannon County,1217
Wilcox County Board of Education,197783,2020,25420817,3878403,1616985,0,0,0,11627372,0,8298057,0,0,151170,11917363,167220,940486,-2914131,16090370,0,0,0,13176239,wilcox,1.9292923420712087,1 - 5%,Georgia,1305730,Wilcox County,Wilcox County,1217
Plumsted Township School District,168091,2020,10406374,3909202,554453,425000,0,0,5050334,0,0,0,467386,539002,7527804,0,24677255,-902181,33646242,0,0,0,32744061,plumsted township,0.31780951055521184, Below 1%,New Jersey,3413230,Plumsted Township School District,Ocean County,1216
School District of Tomahawk,40001,2020,7068290,0,1921620,0,0,0,0,1681806,2773467,0,2373203,1037576,3117916,15014,16007259,1688278,18489487,0,0,0,20177765,tomahawk,0.3503009376905718, Below 1%,Wisconsin,5514940,Tomahawk School District,Lincoln County,1216
Lansing Central School District,168197,2020,98796918,15893437,7398807,2025000,0,0,2692627,1562813,70654979,0,132068,396559,1124236,28798,29877570,-2671295,34098458,0,0,0,31427163,lansing central,3.143679179695603,1 - 5%,New York,3616710,LANSING CENTRAL SCHOOL DISTRICT,Tompkins County,1215
Attica Central School District,36480,2020,57041248,1610697,3024010,0,0,10077453,2072112,1547496,39261449,0,995527,505413,6667871,0,22160249,-563086,29896619,0,0,0,29333533,attica central,1.944574763633143,1 - 5%,New York,3603420,ATTICA CENTRAL SCHOOL DISTRICT,Wyoming County,1213
Bluffton Exempted Village School District,82612,2020,0,1810000,0,0,49895,0,11346476,0,978062,680015,0,1924092,895445,0,10286808,638371,12467974,0,0,0,13106345,bluffton exempted village,0, Below 1%,Ohio,3904521,Bluffton Exempted Village,Allen County,1213
Cairo-Durham Central School District,36204,2020,49663976,6510000,1454924,1989511,0,0,2336441,1681095,37185704,0,187396,0,115032,1933718,30964524,-359495,33372769,0,0,0,33013274,cairo-durham central,1.5043638507347075,1 - 5%,New York,3606160,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,Greene County,1213
Adirondack Central School District,36292,2020,117466994,12745312,1324674,0,0,6482206,3082573,1370065,92073352,0,1758877,181717,1602405,0,28096108,5973140,23907094,0,0,0,29880234,adirondack central,3.931260846216934,1 - 5%,New York,3605040,ADIRONDACK CENTRAL SCHOOL DISTRICT,Oneida County,1212
Bald Knob School District,30787,2020,169162,7935456,169162,0,0,0,9138154,0,0,0,0,0,0,0,12954445,-17044,12971489,0,0,0,12954445,bald knob,0.013058220556727826, Below 1%,Arkansas,0502700,BALD KNOB SCHOOL DISTRICT,White County,1212
Leslie Public Schools,161608,2020,38490940,2468883,1794387,0,0,1845753,26169993,0,5708118,0,48496,422285,3815323,0,12352578,-470528,17060714,0,0,0,16590186,leslie,2.320102981365007,1 - 5%,Michigan,2621450,Leslie Public Schools,Ingham County,1212
Fall River Joint Unified School District,146127,2020,21004829,2589652,1132480,0,0,0,15470128,0,1567796,0,244773,108880,2057896,0,15028588,-163462,17358826,0,0,0,17195364,fall river joint unified,1.2215402360775847,1 - 5%,California,0613470,Fall River Joint Unified,Shasta County,1211
Windber Area School District,38140,2020,54986978,26614069,2224601,0,0,0,23578000,0,2277086,0,293222,311606,4716425,160860,13802781,-370391,19362063,175920,677554,0,18991672,windber area,2.895320538391775,1 - 5%,Pennsylvania,4226610,Windber Area SD,Somerset County,1210
Barron Area School District,39929,2020,6741599,1416988,750643,0,0,2085000,0,1878535,2220003,0,268965,1329307,2928115,0,18406689,1433168,21230943,0,0,0,22664111,barron area,0.29745702357352555, Below 1%,Wisconsin,5500870,Barron Area School District,Barron County,1208
Las Lomitas Elementary School District,146291,2020,127124083,92957529,3006129,0,0,0,29182837,0,1727276,0,250312,152394,2538770,0,36219080,962256,37947988,0,0,0,38910244,las lomitas elementary,3.2671109181427904,1 - 5%,California,0622380,Las Lomitas Elementary,San Mateo County,1208
New Diana Independent School District,163816,2020,16510019,8060095,1090156,341329,0,207901,2826062,0,3984476,0,0,243018,2170866,0,12284763,250706,14447941,0,0,0,14698647,new diana,1.1232339275853076,1 - 5%,Texas,4832460,NEW DIANA ISD,Upshur County,1208
Scott County School District 1,43703,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14613321,-561175,15174496,0,0,0,14613321,scott,0, Below 1%,Indiana,1809990,Scott County School District 1,Scott County,1208
Fair Grove R-X School District,65552,2020,0,6810000,0,1780000,0,41543,0,0,0,0,0,495267,989413,0,11966181,372161,13078700,0,0,0,13450861,fair grove r-x,0, Below 1%,Missouri,2911700,FAIR GROVE R-X,Greene County,1207
Newfound Area School District,35583,2020,24655110,0,601064,1175580,0,0,17066638,0,5529282,0,24247,155117,1585690,0,22186957,83738,23844026,0,0,0,23927764,newfound area,1.0303975749677237,1 - 5%,New Hampshire,3305220,Newfound Area School District,Grafton County,1207
San Diego County Office of Education,31711,2020,291219665,0,119807930,365451,0,0,165538962,0,0,740271,4092896,28565590,319771652,661,160453917,12640165,496151655,0,0,0,508791820,san diego  office of education,0.5723748958857082, Below 1%,California,0691030,San Diego County Office of Education,San Diego County,1207
School District of Nekoosa,40109,2020,26697188,18448969,1037160,348864,0,4800000,0,1351538,1966235,0,95960,1974764,2442868,0,15640431,3060875,16997188,0,0,0,20058063,nekoosa,1.3309953209340304,1 - 5%,Wisconsin,5510380,Nekoosa School District,Wood County,1205
Trinity Independent School District,39218,2020,24242357,14012961,455714,492206,0,1000000,3482943,0,4798533,0,0,111993,3280005,0,15065158,761463,17695693,0,0,0,18457156,trinity,1.313439459470354,1 - 5%,Texas,4843200,TRINITY ISD,Trinity County,1205
Crestview Local School District,37232,2020,15126031,0,1146415,0,0,0,12344274,0,1094152,723076,540041,474222,2023037,0,13730736,1940385,14287610,0,0,0,16227995,crestview local,0.9320948767854562, Below 1%,Ohio,3904643,Crestview Local,Columbiana County,1203
Sitka School District,31605,2020,16565755,0,1372182,0,0,0,14875085,0,182548,891353,135940,355115,1954583,150000,19974603,3294218,19140083,0,0,0,22434301,sitka,0.7384119077300425, Below 1%,Alaska,0200240,Sitka School District,Sitka City and Borough,1203
Falconer Central School District,36138,2020,33054832,865000,20823217,0,0,0,1935946,0,8135536,0,1031691,151835,1281753,0,22195487,4977208,18651867,0,0,0,23629075,falconer central,1.3989050354277517,1 - 5%,New York,3610920,FALCONER CENTRAL SCHOOL DISTRICT,Chautauqua County,1202
Holden R-III School District,35249,2020,10256189,9955000,0,299992,0,1197,0,0,0,0,0,622934,2025980,0,11079730,-2552314,16280958,0,0,0,13728644,holden r-iii,0.7470649686888232, Below 1%,Missouri,2914490,HOLDEN R-III,Johnson County,1202
South Range Local School District,84376,2020,32796800,15619955,1103051,0,0,0,13859244,0,1341168,790517,873382,2907427,1028246,0,12148012,-318899,16402584,0,0,0,16083685,south range local,2.039134688350338,1 - 5%,Ohio,3904836,South Range Local,Mahoning County,1202
London Independent School District,163729,2020,41779974,33211681,1184864,0,0,885000,2478440,0,3486989,0,0,470007,695162,0,13303688,269002,14199855,0,0,0,14468857,london,2.8875794404492354,1 - 5%,Texas,4827990,LONDON ISD,Nueces County,1201
Early Independent School District,46222,2020,28674062,19215569,1298228,0,0,0,3184154,0,4976111,0,0,248557,4192409,0,13511706,984753,16967919,0,0,0,17952672,early,1.5972030235944823,1 - 5%,Texas,4817790,EARLY ISD,Brown County,1199
Livingston County School District,33697,2020,18766215,7364805,320155,0,0,0,6662614,0,4200249,0,218392,261633,6704149,695694,9275473,-1015758,17952707,48401,948559,0,16936949,livingston,1.108004458181931,1 - 5%,Kentucky,2103510,Livingston County,Livingston County,1198
Turner County Board of Education,197780,2020,25425635,0,1477823,0,0,0,13300498,0,10647314,0,0,161258,11224136,0,5983355,1314248,16054501,0,0,0,17368749,turner,1.4638725563942458,1 - 5%,Georgia,1305190,Turner County,Turner County,1198
River Valley School District,40064,2020,2657062,0,1248328,0,0,1022187,0,1683301,386547,0,0,835959,2533147,0,16305531,1195222,18479415,0,0,0,19674637,river valley,0.13505011553707447, Below 1%,Wisconsin,5514250,River Valley School District,Sauk County,1197
Lumberton Township School District,168067,2020,14461549,8086000,421406,0,0,0,4941727,0,0,0,933477,510784,5901858,0,24147568,1572045,28988165,0,0,0,30560210,lumberton township,0.47321497463531825, Below 1%,New Jersey,3409180,Lumberton Township Board of Education,Burlington County,1194
Pike-Delta-York Local School District,37092,2020,0,7475000,0,180745,0,0,14754382,0,1428667,856907,0,1019328,1983795,0,13742310,-588761,17334194,0,0,0,16745433,pike-delta-york local,0, Below 1%,Ohio,3904708,Pike-Delta-York Local,Fulton County,1193
Macon County Board of Education,197772,2020,32222663,5741528,1788097,0,0,0,12569995,0,12123039,0,0,89311,10035994,308270,8273019,1386810,17319784,0,0,0,18706594,macon,1.7225296598621855,1 - 5%,Georgia,1303450,Macon County,Macon County,1190
Ballard County School District,33613,2020,22959364,13680000,684659,7464,0,0,4955765,0,3506870,0,18500,154099,2896924,320947,9938250,1426181,11884039,0,0,0,13310220,ballard,1.7249424878026058,1 - 5%,Kentucky,2100210,Ballard County,Ballard County,1189
Kentfield Elementary School District,146248,2020,62229071,39445564,1175228,893317,0,0,18467084,0,2017219,0,59056,0,2124603,0,19663497,-1508529,23296629,0,0,0,21788100,kentfield elementary,2.8561036070148385,1 - 5%,California,0619380,Kentfield Elementary,Marin County,1189
Mammoth Unified School District,146346,2020,41408059,23231176,1357627,0,0,0,13826579,0,2869612,0,123065,191300,2082521,0,18327017,2128624,18472214,0,0,0,20600838,mammoth unified,2.010018184697147,1 - 5%,California,0623530,Mammoth Unified,Mono County,1189
Trenton R-Ix School District,35221,2020,0,10250000,0,200000,0,0,9451202,0,0,0,0,486451,2247232,19420,18138560,4083255,16808408,0,0,0,20891663,trenton r-ix,0, Below 1%,Missouri,2930360,TRENTON R-IX,Grundy County,1189
Wellsville Central School District,36108,2020,35860710,17622946,2404218,0,0,11483929,1957132,1358687,2110237,0,282248,66450,2060795,0,28768577,766576,30129246,0,0,0,30895822,wellsville central,1.1606977150502744,1 - 5%,New York,3630480,WELLSVILLE CENTRAL SCHOOL DISTRICT,Allegany County,1189
Grape Creek Independent School District,39208,2020,21586978,11715865,1851540,0,0,0,2763343,0,4753090,0,0,159782,2406281,0,15700861,2401244,15865680,0,0,0,18266924,grape creek,1.1817522205709072,1 - 5%,Texas,4821600,GRAPE CREEK ISD,Tom Green County,1188
Graham County Board of Education,36565,2020,22501898,0,637854,0,0,0,5640661,0,15058992,20591,1101132,973227,10939499,83575,4403149,-245058,16644508,0,0,0,16399450,graham,1.3721129672031684,1 - 5%,North Carolina,3701770,Graham County Schools,Graham County,1187
North Rose-Wolcott Central School District,36462,2020,46816313,4575000,2526373,0,0,22265000,2301416,1602033,14573431,0,59093,183133,3988518,202261,31319830,-175969,35869711,0,0,0,35693742,north rose-wolcott central,1.3116112342606163,1 - 5%,New York,3616980,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,Wayne County,1187
Allegany-Limestone Central School District,36121,2020,22658452,16469572,979987,0,0,0,1845317,1146703,2937175,0,426401,133991,1356432,877109,24114420,1515605,24966347,0,0,0,26481952,allegany-limestone central,0.855618649259692, Below 1%,New York,3600015,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,Cattaraugus County,1185
Elk Mound Area School District,53173,2020,14714362,3561877,1552485,0,0,9600000,0,1384674,0,10300,0,1575403,1384071,0,12813263,969048,14803689,0,0,0,15772737,elk mound area,0.932898456368099, Below 1%,Wisconsin,5504230,Elk Mound Area School District,Dunn County,1184
Hemlock Public School District,161718,2020,37656124,11000029,1322886,15160,0,0,20836018,0,4447148,0,34883,678526,2770407,0,11666721,-173068,15288722,0,0,0,15115654,hemlock public,2.4912004469009412,1 - 5%,Michigan,2618180,Hemlock Public School District,Saginaw County,1184
Kingsburg Joint Union High School District,196399,2020,41901929,19494234,3344985,13795,3301184,0,12649324,0,2916457,0,181950,331005,2791157,0,15035700,-457746,18615608,0,0,0,18157862,kingsburg joint union high,2.3076466271194263,1 - 5%,California,0619830,Kingsburg Joint Union High,Fresno County,1183
Quitman Independent School District,65080,2020,20663364,13060645,637349,0,0,0,2829106,0,4136264,0,0,300867,2401914,0,14083442,1184113,15602110,0,0,0,16786223,quitman,1.2309716128518011,1 - 5%,Texas,4836300,QUITMAN ISD,Wood County,1182
East Rockaway Union Free School District,46079,2020,48281197,3139046,2877282,0,0,0,3143731,0,37972834,0,594008,740114,792984,909031,38969530,914654,40497005,0,0,0,41411659,east rockaway union free,1.1658841535423634,1 - 5%,New York,3609960,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,Nassau County,1181
Scioto Valley Local School District,37216,2020,30668475,155000,3214344,8550000,0,0,16214899,0,1545298,945685,988934,949595,3278598,0,13754795,-2342742,20325730,0,0,0,17982988,scioto valley local,1.7054159742529995,1 - 5%,Ohio,3904913,Scioto Valley Local,Pike County,1179
Perry County Board of Education,30375,2020,23902983,1558896,1306669,0,0,861270,11756000,0,5325149,0,0,872757,11751823,482063,2783147,2204715,13685075,0,0,0,15889790,perry,1.5042982317576254,1 - 5%,Alabama,0102670,Perry County,Perry County,1178
Industrial Independent School District,163666,2020,29781370,20950066,1604622,0,0,0,2734664,0,4492018,0,0,522651,2842846,0,13045027,8103,16402421,0,0,0,16410524,industrial,1.8147726422386026,1 - 5%,Texas,4824150,INDUSTRIAL ISD,Jackson County,1177
Central Heights Independent School District,163494,2020,18805830,12972268,582054,51810,0,0,2087719,0,3111710,0,0,595404,1974370,0,12062900,1528847,13103827,0,0,0,14632674,central heights,1.2851943534038959,1 - 5%,Texas,4813440,CENTRAL HEIGHTS ISD,Nacogdoches County,1176
Crane Independent School District,163524,2020,12776392,3584932,1554645,0,0,0,3506082,0,4130733,0,0,415158,1998803,0,16743234,-1137921,20295116,0,0,0,19157195,crane,0.6669239416313296, Below 1%,Texas,4815540,CRANE ISD,Crane County,1174
Coahoma County School District,34997,2020,31939873,0,1395348,0,0,4510000,24269534,0,1676282,0,88709,113842,4360834,0,14586586,1615878,17445384,0,0,0,19061262,coahoma,1.675643144719379,1 - 5%,Mississippi,2801110,COAHOMA COUNTY SCHOOL DISTRICT,Coahoma County,1173
Elk Lake School District,38142,2020,47718475,8310000,2939598,0,0,0,30034000,0,5770000,0,664877,145059,5933991,0,15858046,866807,21070289,0,0,0,21937096,elk lake,2.1752411987438993,1 - 5%,Pennsylvania,4209150,Elk Lake SD,Susquehanna County,1172
Teague Independent School District,38943,2020,21299201,11626612,1245097,0,0,0,3670937,0,4756555,0,0,222569,1341411,0,17285950,2153069,16696861,0,0,0,18849930,teague,1.1299352835793024,1 - 5%,Texas,4842300,TEAGUE ISD,Freestone County,1172
Presidio Independent School District,39147,2020,14353541,3309433,1714767,0,0,0,3780008,0,5362452,0,0,189376,3619079,0,13753077,322823,17238709,0,0,0,17561532,presidio,0.8173285223635387, Below 1%,Texas,4835800,PRESIDIO ISD,Presidio County,1171
Fredericktown Local School District,37132,2020,0,3894383,0,700000,0,242126,12499377,0,1152737,735892,0,1737508,1828234,26899,10900404,480081,14012964,0,0,0,14493045,fredericktown local,0, Below 1%,Ohio,3904785,Fredericktown Local,Knox County,1169
Brookwood School District 167,32906,2020,11975000,11975000,0,0,0,0,0,0,0,0,0,0,0,0,23149893,1389527,21760366,0,0,0,23149893,brookwood,0.5172810085990462, Below 1%,Illinois,1716950,Brookwood SD 167,Cook County,1167
