"","name","government_ID","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","geo_id","city_town","state.name","population","state.abb","original_name","CITY","COUNTY_AREA_NAME"
"2878","Camden","43200300200000","General Purpose",12106834,436778,62176,117683,0,11207583,0,1515204,203584,0,79030,3520979,0,21310,3510764,532763,6520290,0,0,0,7053053,FALSE,"1600000US4710560","Camden city","Tennessee",3674,"TN","CITY OF CAMDEN","CAMDEN","BENTON"
"2879","Jamestown","34204100500000","General Purpose",4117151,0,675977,0,0,0,574313,0,378092,0,140489,5089263,171781,2504092,3634950,4241733,7158353,0,0,0,11400086,FALSE,"1600000US3734300","Jamestown town","North Carolina",3668,"NC","TOWN OF JAMESTOWN","JAMESTOWN","GUILFORD"
"2880","Hohenwald","43205100100000","General Purpose",10343860,5050010,471018,0,3067741,0,0,243173,188810,0,0,5065485,195767,307262,3110791,1012764,7666541,0,0,0,8679305,FALSE,"1600000US4735160","Hohenwald city","Tennessee",3668,"TN","CITY OF HOHENWALD","HOHENWALD","LEWIS"
"2881","Paoli","15205900300000","General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23383454,1228629,22154825,0,0,0,23383454,FALSE,"1600000US1857780","Paoli town","Indiana",3666,"IN","TOWN OF PAOLI","PAOLI","ORANGE"
"2882","Franklinton","19205900300000","General Purpose",11430937,6397435,502847,46769,0,0,3292440,0,794675,0,396771,2977741,102457,177869,3782921,479573,6561415,0,0,0,7040988,FALSE,"1600000US2227190","Franklinton town","Louisiana",3662,"LA","TOWN OF FRANKLINTON","FRANKLINTON","WASHINGTON"
"2883","Long Prairie","24207700800000","General Purpose",29490127,25783733,2196484,0,0,0,1120454,204056,244933,0,30428,4657604,125560,1423381,2892842,1747591,7351796,0,0,0,9099387,FALSE,"1600000US2738060","Long Prairie city","Minnesota",3661,"MN","CITY OF LONG PRAIRIE","LONG PRAIRIE","TODD"
"2884","Elgin","37201600300000","General Purpose",34767,0,34767,0,0,3439412,0,0,0,0,0,1125965,52006,349455,1973703,-1561635,5062764,0,0,0,3501129,FALSE,"1600000US4023450","Elgin city","Oklahoma",3656,"OK","TOWN OF ELGIN","ELGIN","COMANCHE"
"2885","Harrisburg","38202200400000","General Purpose",16124625,13922617,448870,0,0,236248,1466744,13921,0,0,50146,1806289,52169,0,2765909,-845032,5469399,0,0,0,4624367,FALSE,"1600000US4132550","Harrisburg city","Oregon",3652,"OR","CITY OF HARRISBURG","HARRISBURG","LINN"
"2886","Fulton","14209800500000","General Purpose",6499625,3681000,15621,205170,0,2597834,700260,0,0,0,0,1580833,133236,0,2399037,82373,4030733,0,0,0,4113106,FALSE,"1600000US1728144","Fulton city","Illinois",3647,"IL","CITY OF FULTON","FULTON","WHITESIDE"
"2887","Stanford","18206900300000","General Purpose",16668400,8668136,759248,143338,2038315,275123,3817128,0,967112,0,0,2334505,431677,545670,2353701,37241,5628312,0,0,0,5665553,FALSE,"1600000US2173110","Stanford city","Kentucky",3640,"KY","CITY OF STANFORD","STANFORD","LINCOLN"
"2888","Fairbury","14205300700000","General Purpose",15835260,370000,0,398794,0,15063576,0,0,0,0,0,2630171,69716,0,3898603,2914909,3683581,0,0,0,6598490,FALSE,"1600000US1724764","Fairbury city","Illinois",3633,"IL","CITY OF FAIRBURY","FAIRBURY","LIVINGSTON"
"2889","Two Harbors","24203800200000","General Purpose",20774668,4051979,1620587,0,0,7852200,2988569,191123,3145575,0,1115758,13353358,566316,1667912,5249052,3282777,17553861,0,0,0,20836638,FALSE,"1600000US2765956","Two Harbors city","Minnesota",3633,"MN","CITY OF TWO HARBORS","TWO HARBORS","LAKE"
"2890","Osage","16206600500000","General Purpose",0,686000,0,0,0,6150000,626282,0,0,0,94320,2684052,962161,8400,3031011,210613,6475011,0,0,0,6685624,FALSE,"1600000US1959745","Osage city","Iowa",3627,"IA","CITY OF OSAGE","OSAGE","MITCHELL"
"2891","Cedar Springs","23204100200000","General Purpose",10560680,9240000,511221,0,0,0,672897,0,0,0,42501,2080894,732110,3095,1785796,887323,3714572,0,0,0,4601895,FALSE,"1600000US2614200","Cedar Springs city","Michigan",3627,"MI","CITY OF CEDAR SPRINGS","CEDAR SPRINGS","KENT"
"2892","Delta","45201400100000","General Purpose",3695993,2478000,791583,0,0,0,198945,0,0,0,51542,1887321,628561,4281191,1891240,558258,8130055,0,0,0,8688313,FALSE,"1600000US4918910","Delta city","Utah",3622,"UT","CITY OF DELTA","DELTA","MILLARD"
"2893","Jasper","10202400100000","General Purpose",3564274,0,373524,0,0,248946,2681883,0,137157,0,122764,2574731,148935,255098,1213615,433317,3759062,0,0,0,4192379,FALSE,"1600000US1235375","Jasper city","Florida",3621,"FL","CITY OF JASPER","JASPER","HAMILTON"
"2894","Jasper","43205850300000","General Purpose",2783633,1067490,349205,379335,301745,414542,0,0,0,0,30823,2576504,124692,223948,2077858,1034699,3968303,0,0,0,5003002,FALSE,"1600000US4737820","Jasper town","Tennessee",3612,"TN","TOWN OF JASPER","JASPER","MARION"
"2895","Farmersville","44204300500000","General Purpose",15492537,6476571,1120217,173508,0,243091,364879,0,94613,0,95327,7610272,260977,395320,3109561,372556,11003574,1695124,4940,54173,11376130,FALSE,"1600000US4825488","Farmersville city","Texas",3612,"TX","CITY OF FARMERSVILLE","FARMERSVILLE","COLLIN"
"2896","Eastland","44206700300000","General Purpose",13702028,11700000,637815,0,0,805734,336239,0,127710,0,94530,3951523,235578,694415,3409704,951448,7339772,0,0,0,8291220,FALSE,"1600000US4822132","Eastland city","Texas",3609,"TX","CITY OF EASTLAND","EASTLAND","EASTLAND"
"2897","Oregon","14207100700000","General Purpose",8220347,1835000,12033,0,4549350,1165233,434756,0,0,0,0,2091209,251940,2084997,2523527,3223004,3728669,0,0,0,6951673,FALSE,"1600000US1756484","Oregon city","Illinois",3604,"IL","CITY OF OREGON","OREGON","OGLE"
"2898","Tolono","14201002000000","General Purpose",4779195,2315000,46968,394880,1440000,582347,230660,0,0,0,0,1003555,0,0,2466474,746249,2723780,0,0,0,3470029,FALSE,"1600000US1775614","Tolono village","Illinois",3604,"IL","VILLAGE OF TOLONO","TOLONO","CHAMPAIGN"
"2899","Etowah","43205400300000","General Purpose",29590102,12480957,5181993,558408,138417,4695563,3400171,0,691902,0,78953,32322057,3197375,954458,3517834,4305233,35686491,0,0,0,39991724,FALSE,"1600000US4724480","Etowah city","Tennessee",3603,"TN","CITY OF ETOWAH","ETOWAH","MCMINN"
"2900","Eagle Grove","16209900400000","General Purpose",0,5575000,0,742447,24157728,0,601458,0,0,0,364927,3793881,672002,14858,4090942,-2195472,10767155,0,0,0,8571683,FALSE,"1600000US1923250","Eagle Grove city","Iowa",3601,"IA","CITY OF EAGLE GROVE","EAGLE GROVE","WRIGHT"
"2901","Beaver City","45200100100000","General Purpose",6925439,5529000,749430,0,0,0,380009,0,0,0,267000,4704749,796249,997176,1287394,1561100,6224468,0,0,0,7785568,FALSE,"1600000US4904060","Beaver city","Utah",3592,"UT","CITY OF BEAVER","BEAVER","BEAVER"
"2902","Welch","49202400800000","General Purpose",16146662,14895920,474646,0,0,0,176530,0,480237,0,119329,3042586,0,1250236,1625992,820182,5098632,0,0,0,5918814,FALSE,"1600000US5485228","Welch city","West Virginia",3590,"WV","CITY OF WELCH","WELCH","MCDOWELL"
"2903","Wheatland","51201600500000","General Purpose",0,0,0,0,0,707623,2160783,0,0,0,222717,6000990,6013912,0,1488994,-414520,13918416,0,0,0,13503896,FALSE,"1600000US5683040","Wheatland town","Wyoming",3588,"WY","TOWN OF WHEATLAND","WHEATLAND","PLATTE"
"2904","Lake Providence","19201800100000","General Purpose",95184,0,73949,0,0,0,0,0,0,0,21235,0,576660,274256,300852,117645,1034123,0,0,0,1151768,FALSE,"1600000US2241400","Lake Providence town","Louisiana",3587,"LA","TOWN OF LAKE PROVIDENCE","LAKE PROVIDENCE","EAST CARROLL"
"2905","Manchester","11209900500000","General Purpose",11820742,6051455,1615649,100540,0,2852692,1000732,0,0,0,199674,2755157,797799,130759,2275589,-2780806,8740110,0,0,0,5959304,FALSE,"1600000US1349532","Manchester city","Georgia",3584,"GA","CITY OF MANCHESTER","MANCHESTER","MERIWETHER"
"2906","Windsor","34200800900000","General Purpose",4106265,0,358199,0,564116,0,762292,0,2225973,0,195685,6588654,2229413,23868,1451018,465208,9827745,0,0,0,10292953,FALSE,"1600000US3774680","Windsor town","North Carolina",3582,"NC","TOWN OF WINDSOR","WINDSOR","BERTIE"
"2907","Oneill","28204500600000","General Purpose",3701577,1640000,35150,0,0,2026427,0,0,0,0,0,2788669,653696,653696,3187077,1431570,5851568,0,0,0,7283138,FALSE,"1600000US3137105","O'Neill city","Nebraska",3581,"NE","CITY OF ONEILL","O' NEILL","HOLT"
"2908","Gatlinburg","43207800100000","General Purpose",46748357,41163199,2403554,0,0,0,0,6429101,1112938,0,2068666,12511425,1602741,1051221,36351878,7970807,43546458,0,0,0,51517265,FALSE,"1600000US4728800","Gatlinburg city","Tennessee",3577,"TN","CITY OF GATLINBURG","GATLINBURG","SEVIER"
"2909","Northern Cambria Borough","39201130100000","General Purpose",0,0,0,0,58004,0,0,0,0,0,0,361681,1501975,0,1116484,206239,2773901,0,0,0,2980140,FALSE,"1600000US4255000","Northern Cambria borough","Pennsylvania",3560,"PA","BOROUGH OF NORTHERN CAMBRIA","NORTHERN CAMBRIA","CAMBRIA"
"2910","Clifton Forge","47200330100000","General Purpose",10498496,2154641,1114358,183726,3047941,2416185,1274014,0,116349,0,108782,3163951,901414,72376,2204786,196446,6146081,0,0,0,6342527,FALSE,"1600000US5117440","Clifton Forge town","Virginia",3555,"VA","TOWN OF CLIFTON FORGE","CLIFTON FORGE","ALLEGHANY"
"2911","Hainesville","14204900700000","General Purpose",273345,0,86655,0,87249,0,46116,0,0,0,15182,1180231,146540,0,1756392,-141366,3224529,0,0,0,3083163,FALSE,"1600000US1732200","Hainesville village","Illinois",3546,"IL","VILLAGE OF HAINESVILLE","HAINESVILLE","LAKE"
"2912","Toledo","38202100600000","General Purpose",10215198,6954980,555106,0,0,0,2489155,0,215957,0,0,3190417,60938,552561,4938450,1065272,7677094,0,0,0,8742366,FALSE,"1600000US4174000","Toledo city","Oregon",3546,"OR","CITY OF TOLEDO","TOLEDO","LINCOLN"
"2913","Blanchard","19200970100000","General Purpose",16635605,14867600,916602,0,0,0,552257,0,0,0,26333,4498311,42057,32716,909575,380793,5101866,0,0,0,5482659,FALSE,"1600000US2207730","Blanchard town","Louisiana",3538,"LA","TOWN OF BLANCHARD","BLANCHARD","CADDO"
"2914","Riverton","14208401800000","General Purpose",4574094,1603000,964461,0,822276,0,1184357,0,0,0,0,5789441,4319,0,1156241,-554759,7504760,0,0,0,6950001,FALSE,"1600000US1764486","Riverton village","Illinois",3532,"IL","VILLAGE OF RIVERTON","RIVERTON","SANGAMON"
"2915","Centerville","43204100100000","General Purpose",7846782,4238000,1414699,0,1624204,0,569879,0,0,0,0,5994813,280579,388026,2846844,968976,8541286,0,0,0,9510262,FALSE,"1600000US4712420","Centerville town","Tennessee",3532,"TN","TOWN OF CENTERVILLE","CENTERVILLE","HICKMAN"
"2916","Mariemont","36203102000000","General Purpose",0,323000,0,0,261587,0,0,0,0,0,0,574101,733124,0,4265394,749392,4823227,0,0,0,5572619,FALSE,"1600000US3947600","Mariemont village","Ohio",3518,"OH","VILLAGE OF MARIEMONT","CINCINNATI","HAMILTON"
"2917","Wadsworth","14204980300000","General Purpose",178189,0,101518,0,0,0,76671,0,0,0,0,155900,0,0,2153352,649146,1660106,0,0,0,2309252,FALSE,"1600000US1778370","Wadsworth village","Illinois",3517,"IL","VILLAGE OF WADSWORTH","WADSWORTH","LAKE"
"2918","Oakland","10204800700000","General Purpose",14669566,5697457,4532500,0,0,3914571,0,0,298318,0,226721,9060024,339283,6498474,3519383,6986944,12430220,0,0,0,19417164,FALSE,"1600000US1250525","Oakland town","Florida",3516,"FL","TOWN OF OAKLAND","OAKLAND","ORANGE"
"2919","Cleveland","11215400100000","General Purpose",2889221,0,550867,0,0,1565794,491490,0,0,0,281070,2620274,87571,703379,2556601,60415,5907410,0,0,0,5967825,FALSE,"1600000US1316824","Cleveland city","Georgia",3514,"GA","CITY OF CLEVELAND","CLEVELAND","WHITE"
"2920","Carrollton","26201700300000","General Purpose",10251343,956072,1123862,1362029,3455000,3264485,0,0,0,0,89896,7403779,148047,140888,3498927,-1292266,12483907,0,0,0,11191641,FALSE,"1600000US2911566","Carrollton city","Missouri",3514,"MO","CITY OF CARROLLTON","CARROLLTON","CARROLL"
"2921","Lockland","36203101800000","General Purpose",0,1385000,0,656245,1114813,0,0,0,0,0,0,662547,0,0,6921726,435400,7148873,0,0,0,7584273,FALSE,"1600000US3944366","Lockland village","Ohio",3514,"OH","VILLAGE OF LOCKLAND","LOCKLAND","HAMILTON"
"2922","Leroy","14205701300000","General Purpose",6037961,5280000,333951,0,0,213561,210449,0,0,0,0,2082849,5151,269000,2546486,877102,4026384,0,0,0,4903486,FALSE,"1600000US1742971","Le Roy city","Illinois",3512,"IL","CITY OF LE ROY","LE ROY","MCLEAN"
"2923","Gunnison City","45202000600000","General Purpose",9239057,8810271,307533,0,0,0,98142,0,0,0,23111,2107571,423611,533520,1413773,1286934,3191541,0,0,0,4478475,FALSE,"1600000US4932660","Gunnison city","Utah",3509,"UT","CITY OF GUNNISON","GUNNISON","SANPETE"
"2924","Durand","23207800400000","General Purpose",19502743,11983000,389260,1483645,0,622638,2581185,0,2384619,0,54090,2223021,410298,341107,2073540,188891,4859075,786293,18244,0,5047966,FALSE,"1600000US2623500","Durand city","Michigan",3507,"MI","CITY OF DURAND","DURAND","SHIAWASSEE"
"2925","Blackshear","11211300100000","General Purpose",8412003,0,275691,0,0,7268655,594119,0,0,0,166636,2102045,83124,663133,2387309,245117,4990494,1588650,859,0,5235611,FALSE,"1600000US1308284","Blackshear city","Georgia",3506,"GA","CITY OF BLACKSHEAR","BLACKSHEAR","PIERCE"
"2926","Broken Bow","28202100500000","General Purpose",15149566,9141889,1035735,19697,4952245,0,0,0,0,0,0,12269997,951803,0,3429604,2193937,14457467,0,0,0,16651404,FALSE,"1600000US3106610","Broken Bow city","Nebraska",3506,"NE","CITY OF BROKEN BOW","BROKEN BOW","CUSTER"
"2927","West Point","28202000300000","General Purpose",6742858,3450000,886195,1657293,3209858,0,0,0,0,0,39648,9062478,702937,1225394,2690502,1690138,11991173,770322,3219,0,13681311,FALSE,"1600000US3152575","West Point city","Nebraska",3500,"NE","CITY OF WEST POINT","WEST POINT","CUMING"
"2928","New Hampton","16201900700000","General Purpose",0,240000,0,0,0,2575000,995321,0,0,0,103202,1535807,603338,594205,2626048,-93037,5452435,0,1084945,0,5359398,FALSE,"1600000US1956100","New Hampton city","Iowa",3494,"IA","CITY OF NEW HAMPTON","NEW HAMPTON","CHICKASAW"
"2929","Oxford","23206302200000","General Purpose",5329965,3543643,190476,0,0,0,1482238,0,48862,0,64746,2032792,474522,16118,1572315,519900,3575847,0,0,0,4095747,FALSE,"1600000US2662020","Oxford village","Michigan",3492,"MI","VILLAGE OF OXFORD","OXFORD","OAKLAND"
"2930","Myrtle Creek","38201000500000","General Purpose",10057820,0,376254,0,0,7686963,1812862,0,67379,0,114362,4321135,10613,12305,2559907,1504327,5399633,1124447,18975,0,6903960,FALSE,"1600000US4150950","Myrtle Creek city","Oregon",3481,"OR","CITY OF MYRTLE CREEK","MYRTLE CREEK","DOUGLAS"
"2931","Leesburg","11208800100000","General Purpose",3506267,0,528076,0,0,2439414,460158,0,0,0,78619,1970006,183279,809776,1440555,399937,4003679,0,0,0,4403616,FALSE,"1600000US1345768","Leesburg city","Georgia",3480,"GA","CITY OF LEESBURG","LEESBURG","LEE"
"2932","Benson","24207600200000","General Purpose",11536367,4623818,966468,853060,0,2947000,1650006,140326,235269,0,260746,7056451,276681,660311,5014702,2178908,10829237,0,0,0,13008145,FALSE,"1600000US2705212","Benson city","Minnesota",3480,"MN","CITY OF BENSON","BENSON","SWIFT"
"2933","Gothenburg","28202400400000","General Purpose",7494715,4001000,1055526,0,2379348,0,0,0,0,0,58840,6951694,0,1404610,3809803,690797,11475310,0,0,0,12166107,FALSE,"1600000US3119385","Gothenburg city","Nebraska",3478,"NE","CITY OF GOTHENBURG","GOTHENBURG","DAWSON"
"2934","Gibson","14202700300000","General Purpose",25444,0,25444,0,0,0,0,0,0,0,0,1177487,165030,0,3780719,546660,4576576,0,0,0,5123236,FALSE,"1600000US1729125","Gibson City city","Illinois",3475,"IL","CITY OF GIBSON CITY","GIBSON CITY","FORD"
"2935","Auburn","28206400100000","General Purpose",0,0,0,0,0,0,0,0,0,0,0,190281,195037,0,2406132,645849,2145601,0,0,0,2791450,FALSE,"1600000US3102655","Auburn city","Nebraska",3470,"NE","CITY OF AUBURN","AUBURN","NEMAHA"
"2936","Frederick","37207100200000","General Purpose",9781689,1906615,179463,388851,0,5364789,1460179,4572,0,0,137068,8949460,42293,524908,3073138,2398529,10191270,0,0,0,12589799,FALSE,"1600000US4027800","Frederick city","Oklahoma",3468,"OK","CITY OF FREDERICK","FREDERICK","TILLMAN"
"2937","Moreland Hills","36201803300000","General Purpose",0,930000,0,0,200173,0,0,0,0,0,0,650827,732831,100314,7562084,1463124,7582932,0,0,0,9046056,FALSE,"1600000US3952052","Moreland Hills village","Ohio",3466,"OH","VILLAGE OF MORELAND HILLS","MORELAND HILLS","CUYAHOGA"
"2938","Union","15206800800000","General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,"1600000US1877768","Union City city","Indiana",3454,"IN","CITY OF UNION CITY","UNION CITY","RANDOLPH"
"2939","Wrightsville","11208300300000","General Purpose",3565111,0,443135,0,0,2835343,286633,0,0,0,0,1340524,0,1155819,1144607,941744,2699206,0,0,0,3640950,FALSE,"1600000US1384512","Wrightsville city","Georgia",3449,"GA","CITY OF WRIGHTSVILLE","WRIGHTSVILLE","JOHNSON"
"2940","North Plains","38203480100000","General Purpose",5521176,0,1249498,0,2694582,0,1456154,0,81657,0,39285,1944073,522301,2606754,1923640,3527460,3469308,1399962,60110,0,6996768,FALSE,"1600000US4153150","North Plains city","Oregon",3441,"OR","CITY OF NORTH PLAINS","NORTH PLAINS","WASHINGTON"
"2941","Gray","11208400100000","General Purpose",2189323,0,456545,0,632978,0,1046703,0,0,0,53102,2307425,251932,576587,2204534,-277270,5617748,0,0,0,5340478,FALSE,"1600000US1334512","Gray city","Georgia",3436,"GA","CITY OF GRAY","GRAY","JONES"
"2942","Iowa","19201000200000","General Purpose",1857627,0,533187,71135,0,0,1131619,0,0,0,121686,2092294,493994,0,2882090,216528,5251850,0,0,0,5468378,FALSE,"1600000US2237445","Iowa town","Louisiana",3436,"LA","TOWN OF IOWA","IOWA","CALCASIEU"
"2943","Breckenridge","24208400100000","General Purpose",9346669,0,0,0,0,0,1589117,0,0,0,0,5231465,424614,1344371,2351194,1742837,7608807,0,0,0,9351644,FALSE,"1600000US2707462","Breckenridge city","Minnesota",3430,"MN","CITY OF BRECKENRIDGE","BRECKENRIDGE","WILKIN"
"2944","Manti","45202000700000","General Purpose",5803765,5027000,383167,0,0,148336,186265,0,0,0,58997,3574096,259067,56561,931225,-11646,4832595,0,0,0,4820949,FALSE,"1600000US4947730","Manti city","Utah",3429,"UT","CITY OF MANTI","MANTI","SANPETE"
"2945","New Baden","14201401100000","General Purpose",2985705,0,173855,0,1940586,0,871264,0,0,0,0,1558303,10559,0,2231561,540308,3260115,0,0,0,3800423,FALSE,"1600000US1752142","New Baden village","Illinois",3428,"IL","VILLAGE OF NEW BADEN","NEW BADEN","CLINTON"
"2946","Hubbard","38202400700000","General Purpose",36666,273059,36666,0,250589,0,1124996,0,0,0,0,1669679,271211,200917,1418894,754649,2806052,610883,29380,40624,3560701,FALSE,"1600000US4135450","Hubbard city","Oregon",3426,"OR","CITY OF HUBBARD","HUBBARD","MARION"
"2947","North Wales","39204601400000","General Purpose",2118783,0,2118783,0,0,0,0,0,0,0,0,0,0,0,6453440,2351025,4102415,0,0,0,6453440,FALSE,"1600000US4255512","North Wales borough","Pennsylvania",3426,"PA","BOROUGH OF NORTH WALES","NORTH WALES","MONTGOMERY"
"2948","Somerville","43202400500000","General Purpose",5619194,4312948,1141343,0,0,0,0,199018,0,0,164903,6861372,123299,767015,2231994,1433808,8549872,0,0,0,9983680,FALSE,"1600000US4769620","Somerville town","Tennessee",3415,"TN","TOWN OF SOMERVILLE","SOMERVILLE","FAYETTE"
"2949","West Point","47205100100000","General Purpose",6755473,4782404,1483752,17433,0,0,196142,0,130669,0,145073,983390,143682,0,8605500,-44698,9777270,0,0,0,9732572,FALSE,"1600000US5184960","West Point town","Virginia",3414,"VA","TOWN OF WEST POINT","WEST POINT","KING WILLIAM"
"2950","Wallace","34203100800000","General Purpose",7603063,0,445988,0,0,0,1200289,0,0,0,266247,5314449,1254900,0,3224773,-265356,10059478,0,0,0,9794122,FALSE,"1600000US3770720","Wallace town","North Carolina",3413,"NC","TOWN OF WALLACE","WALLACE","DUPLIN"
"2951","Hobart","37203800300000","General Purpose",2947848,2576386,352614,0,0,18848,0,0,0,0,0,2558915,47762,0,2216430,126075,4697032,0,0,0,4823107,FALSE,"1600000US4035000","Hobart city","Oklahoma",3413,"OK","CITY OF HOBART","HOBART","KIOWA"
